Proje_ID,Bolge,Sehir,Proje_Tipi,Konut_Sayisi,Konut_Fiyati_TL,Toplam_Basvuru,Kura_Kazanma_Sansi_Yuzde,Pesinat_Orani_Yuzde,Pesinat_Tutari_TL,Vade_Ay,Baslangic_Taksiti_TL,Proje_Durumu
TOKI_2026_019549,Ic Anadolu,Kirikkale,Sosyal Konut (Alt Gelir),2640,1206000.0,23687,11.15,10,121000.0,240,5000.0,Insaat Halinde
TOKI_2026_019550,Akdeniz,Adana,Sosyal Konut (Alt Gelir),1702,1488000.0,11235,15.15,10,149000.0,240,6000.0,Planlama Asamasinda
TOKI_2026_019551,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),985,1732000.0,24491,4.02,10,173000.0,240,6000.0,Insaat Halinde
TOKI_2026_019552,Ege,Afyonkarahisar,Sosyal Konut (Alt Gelir),2239,1472000.0,34263,6.53,10,147000.0,240,6000.0,Insaat Halinde
TOKI_2026_019553,Dogu Anadolu,Van,Sosyal Konut (Alt Gelir),2914,962000.0,16876,17.27,10,96000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_019554,Dogu Anadolu,Agri,Orta Gelir Konut,2099,1820000.0,4770,44.0,20,364000.0,180,8000.0,Tamamlandi
TOKI_2026_019555,Ic Anadolu,Nigde,Kentsel Donusum,203,2094000.0,668,30.39,20,419000.0,180,9000.0,Insaat Halinde
TOKI_2026_019556,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),2162,1328000.0,16193,13.35,10,133000.0,240,5000.0,Insaat Halinde
TOKI_2026_019557,Güneydogu Anadolu,Sanliurfa,Orta Gelir Konut,2004,2037000.0,5012,39.98,20,407000.0,180,9000.0,Tamamlandi
TOKI_2026_019558,Güneydogu Anadolu,Gaziantep,Kentsel Donusum,2837,2045000.0,11672,24.31,20,409000.0,180,9000.0,Insaat Halinde
TOKI_2026_019559,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),1334,1169000.0,10551,12.64,10,117000.0,240,4000.0,Insaat Halinde
TOKI_2026_019560,Dogu Anadolu,Ardahan,Orta Gelir Konut,2997,1896000.0,14382,20.84,20,379000.0,180,8000.0,Insaat Halinde
TOKI_2026_019561,Karadeniz,Bartin,Sosyal Konut (Alt Gelir),1671,1206000.0,10839,15.42,10,121000.0,240,5000.0,Insaat Halinde
TOKI_2026_019562,Marmara,Kocaeli,Sosyal Konut (Alt Gelir),1869,1263000.0,18701,9.99,10,126000.0,240,5000.0,Planlama Asamasinda
TOKI_2026_019563,Akdeniz,Adana,Sosyal Konut (Alt Gelir),2395,1245000.0,19574,12.24,10,124000.0,240,5000.0,Insaat Halinde
TOKI_2026_019564,Güneydogu Anadolu,Sanliurfa,Orta Gelir Konut,772,2039000.0,1597,48.34,20,408000.0,180,9000.0,Tamamlandi
TOKI_2026_019565,Akdeniz,Antalya,Sosyal Konut (Alt Gelir),2762,1305000.0,35080,7.87,10,131000.0,240,5000.0,Tamamlandi
TOKI_2026_019566,Ege,Izmir,Kentsel Donusum,1457,3274000.0,11262,12.94,20,655000.0,180,15000.0,Insaat Halinde
TOKI_2026_019567,Karadeniz,Amasya,Sosyal Konut (Alt Gelir),2720,949000.0,12738,21.35,10,95000.0,240,4000.0,Tamamlandi
TOKI_2026_019568,Dogu Anadolu,Tunceli,Orta Gelir Konut,341,1885000.0,940,36.28,20,377000.0,180,8000.0,Insaat Halinde
TOKI_2026_019569,Ege,Izmir,Sosyal Konut (Alt Gelir),2568,1688000.0,62865,4.08,10,169000.0,240,6000.0,Tamamlandi
TOKI_2026_019570,Ic Anadolu,Ankara,Orta Gelir Konut,1340,3240000.0,15995,8.38,20,648000.0,180,14000.0,Insaat Halinde
TOKI_2026_019571,Akdeniz,Kahramanmaras,Sosyal Konut (Alt Gelir),1079,1254000.0,4783,22.56,10,125000.0,240,5000.0,Insaat Halinde
TOKI_2026_019572,Güneydogu Anadolu,Diyarbakir,Sosyal Konut (Alt Gelir),1965,958000.0,11106,17.69,10,96000.0,240,4000.0,Tamamlandi
TOKI_2026_019573,Marmara,Canakkale,Orta Gelir Konut,1162,2683000.0,8094,14.36,20,537000.0,180,12000.0,Tamamlandi
TOKI_2026_019574,Karadeniz,Giresun,Sosyal Konut (Alt Gelir),1330,1001000.0,6038,22.03,10,100000.0,240,4000.0,Insaat Halinde
TOKI_2026_019575,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),1743,891000.0,6640,26.25,10,89000.0,240,3000.0,Planlama Asamasinda
TOKI_2026_019576,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),1480,1873000.0,18426,8.03,10,187000.0,240,7000.0,Insaat Halinde
TOKI_2026_019577,Marmara,Istanbul,Sosyal Konut (Alt Gelir),342,1756000.0,14501,2.36,10,176000.0,240,7000.0,Planlama Asamasinda
TOKI_2026_019578,Güneydogu Anadolu,Sanliurfa,Kentsel Donusum,1869,1866000.0,4106,45.52,20,373000.0,180,8000.0,Tamamlandi
TOKI_2026_019579,Ege,Izmir,Sosyal Konut (Alt Gelir),378,1909000.0,7226,5.23,10,191000.0,240,7000.0,Insaat Halinde
TOKI_2026_019580,Ic Anadolu,Sivas,Sosyal Konut (Alt Gelir),1489,1079000.0,11297,13.18,10,108000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_019581,Ic Anadolu,Konya,Sosyal Konut (Alt Gelir),2788,1167000.0,12862,21.68,10,117000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_019582,Marmara,Balikesir,Orta Gelir Konut,1762,2556000.0,14946,11.79,20,511000.0,180,11000.0,Tamamlandi
TOKI_2026_019583,Ege,Izmir,Orta Gelir Konut,841,3432000.0,5255,16.0,20,686000.0,180,15000.0,Tamamlandi
TOKI_2026_019584,Ege,Izmir,Kentsel Donusum,421,3213000.0,2592,16.24,20,643000.0,180,14000.0,Tamamlandi
TOKI_2026_019585,Marmara,Istanbul,Sosyal Konut (Alt Gelir),2637,1961000.0,71196,3.7,10,196000.0,240,7000.0,Insaat Halinde
TOKI_2026_019586,Güneydogu Anadolu,Sanliurfa,Orta Gelir Konut,2556,1759000.0,7051,36.25,20,352000.0,180,8000.0,Insaat Halinde
TOKI_2026_019587,Dogu Anadolu,Hakkari,Sosyal Konut (Alt Gelir),2380,961000.0,21102,11.28,10,96000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_019588,Karadeniz,Kastamonu,Sosyal Konut (Alt Gelir),783,1325000.0,5705,13.72,10,132000.0,240,5000.0,Tamamlandi
TOKI_2026_019589,Karadeniz,Zonguldak,Sosyal Konut (Alt Gelir),2465,1199000.0,11518,21.4,10,120000.0,240,4000.0,Tamamlandi
TOKI_2026_019590,Marmara,Istanbul,Sosyal Konut (Alt Gelir),728,1706000.0,17858,4.08,10,171000.0,240,6000.0,Tamamlandi
TOKI_2026_019591,Karadeniz,Karabuk,Sosyal Konut (Alt Gelir),1009,1350000.0,7166,14.08,10,135000.0,240,5000.0,Planlama Asamasinda
TOKI_2026_019592,Karadeniz,Tokat,Orta Gelir Konut,2849,1911000.0,8312,34.28,20,382000.0,180,8000.0,Tamamlandi
TOKI_2026_019593,Güneydogu Anadolu,Sirnak,Orta Gelir Konut,2674,1935000.0,5904,45.29,20,387000.0,180,9000.0,Tamamlandi
TOKI_2026_019594,Marmara,Kocaeli,Sosyal Konut (Alt Gelir),2583,1274000.0,29438,8.77,10,127000.0,240,5000.0,Tamamlandi
TOKI_2026_019595,Güneydogu Anadolu,Sirnak,Sosyal Konut (Alt Gelir),2119,904000.0,18584,11.4,10,90000.0,240,3000.0,Insaat Halinde
TOKI_2026_019596,Akdeniz,Antalya,Sosyal Konut (Alt Gelir),2064,1381000.0,36597,5.64,10,138000.0,240,5000.0,Insaat Halinde
TOKI_2026_019597,Güneydogu Anadolu,Batman,Kentsel Donusum,2488,2144000.0,7101,35.04,20,429000.0,180,10000.0,Planlama Asamasinda
TOKI_2026_019598,Ege,Denizli,Sosyal Konut (Alt Gelir),247,1149000.0,2551,9.68,10,115000.0,240,4000.0,Insaat Halinde
TOKI_2026_019599,Karadeniz,Giresun,Sosyal Konut (Alt Gelir),2815,1240000.0,10139,27.76,10,124000.0,240,5000.0,Tamamlandi
TOKI_2026_019600,Dogu Anadolu,Hakkari,Sosyal Konut (Alt Gelir),2115,943000.0,15869,13.33,10,94000.0,240,4000.0,Insaat Halinde
TOKI_2026_019601,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),2124,1835000.0,39021,5.44,10,183000.0,240,7000.0,Insaat Halinde
TOKI_2026_019602,Akdeniz,Hatay,Orta Gelir Konut,1956,2671000.0,6533,29.94,20,534000.0,180,12000.0,Tamamlandi
TOKI_2026_019603,Marmara,Edirne,Kentsel Donusum,2375,2321000.0,12310,19.29,20,464000.0,180,10000.0,Planlama Asamasinda
TOKI_2026_019604,Ic Anadolu,Kirsehir,Sosyal Konut (Alt Gelir),2869,987000.0,22043,13.02,10,99000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_019605,Dogu Anadolu,Agri,Sosyal Konut (Alt Gelir),1919,953000.0,12273,15.64,10,95000.0,240,4000.0,Tamamlandi
TOKI_2026_019606,Marmara,Istanbul,Kentsel Donusum,1355,3323000.0,28850,4.7,20,665000.0,180,15000.0,Insaat Halinde
TOKI_2026_019607,Dogu Anadolu,Iğdir,Sosyal Konut (Alt Gelir),1227,879000.0,8816,13.92,10,88000.0,240,3000.0,Tamamlandi
TOKI_2026_019608,Ic Anadolu,Ankara,Orta Gelir Konut,918,3289000.0,9494,9.67,20,658000.0,180,15000.0,Tamamlandi
TOKI_2026_019609,Ege,Denizli,Sosyal Konut (Alt Gelir),1126,1459000.0,11044,10.2,10,146000.0,240,5000.0,Tamamlandi
TOKI_2026_019610,Ege,Izmir,Sosyal Konut (Alt Gelir),2177,1856000.0,41935,5.19,10,186000.0,240,7000.0,Insaat Halinde
TOKI_2026_019611,Ic Anadolu,Ankara,Kentsel Donusum,2446,3465000.0,21206,11.53,20,693000.0,180,15000.0,Insaat Halinde
TOKI_2026_019612,Akdeniz,Isparta,Sosyal Konut (Alt Gelir),2004,1515000.0,11735,17.08,10,151000.0,240,6000.0,Insaat Halinde
TOKI_2026_019613,Karadeniz,Samsun,Sosyal Konut (Alt Gelir),992,1270000.0,7850,12.64,10,127000.0,240,5000.0,Tamamlandi
TOKI_2026_019614,Güneydogu Anadolu,Mardin,Sosyal Konut (Alt Gelir),2665,1124000.0,11906,22.38,10,112000.0,240,4000.0,Tamamlandi
TOKI_2026_019615,Karadeniz,Artvin,Sosyal Konut (Alt Gelir),2581,1237000.0,17362,14.87,10,124000.0,240,5000.0,Tamamlandi
TOKI_2026_019616,Akdeniz,Isparta,Kentsel Donusum,1110,2620000.0,4624,24.01,20,524000.0,180,12000.0,Tamamlandi
TOKI_2026_019617,Ic Anadolu,Kayseri,Kentsel Donusum,2748,1812000.0,13414,20.49,20,362000.0,180,8000.0,Insaat Halinde
TOKI_2026_019618,Marmara,Kirklareli,Kentsel Donusum,2320,2675000.0,10698,21.69,20,535000.0,180,12000.0,Tamamlandi
TOKI_2026_019619,Akdeniz,Osmaniye,Sosyal Konut (Alt Gelir),1608,1134000.0,8300,19.37,10,113000.0,240,4000.0,Tamamlandi
TOKI_2026_019620,Güneydogu Anadolu,Mardin,Sosyal Konut (Alt Gelir),2873,1001000.0,20477,14.03,10,100000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_019621,Akdeniz,Hatay,Orta Gelir Konut,934,2710000.0,2013,46.4,20,542000.0,180,12000.0,Tamamlandi
TOKI_2026_019622,Karadeniz,Artvin,Sosyal Konut (Alt Gelir),50,1273000.0,316,15.82,10,127000.0,240,5000.0,Tamamlandi
TOKI_2026_019623,Marmara,Canakkale,Orta Gelir Konut,2228,2699000.0,19145,11.64,20,540000.0,180,12000.0,Insaat Halinde
TOKI_2026_019624,Ic Anadolu,Konya,Sosyal Konut (Alt Gelir),1563,925000.0,6443,24.26,10,93000.0,240,3000.0,Tamamlandi
TOKI_2026_019625,Karadeniz,Artvin,Orta Gelir Konut,246,2190000.0,537,45.81,20,438000.0,180,10000.0,Planlama Asamasinda
TOKI_2026_019626,Dogu Anadolu,Malatya,Sosyal Konut (Alt Gelir),427,1289000.0,1854,23.03,10,129000.0,240,5000.0,Tamamlandi
TOKI_2026_019627,Ic Anadolu,Nigde,Kentsel Donusum,2775,1986000.0,13701,20.25,20,397000.0,180,9000.0,Tamamlandi
TOKI_2026_019628,Ege,Denizli,Orta Gelir Konut,1627,2682000.0,7335,22.18,20,536000.0,180,12000.0,Insaat Halinde
TOKI_2026_019629,Ic Anadolu,Nevsehir,Sosyal Konut (Alt Gelir),2016,896000.0,13269,15.19,10,90000.0,240,3000.0,Insaat Halinde
TOKI_2026_019630,Ic Anadolu,Nigde,Sosyal Konut (Alt Gelir),962,980000.0,3596,26.75,10,98000.0,240,4000.0,Tamamlandi
TOKI_2026_019631,Marmara,Kirklareli,Kentsel Donusum,569,2348000.0,3222,17.66,20,470000.0,180,10000.0,Insaat Halinde
TOKI_2026_019632,Ege,Denizli,Sosyal Konut (Alt Gelir),2617,1481000.0,22204,11.79,10,148000.0,240,6000.0,Tamamlandi
TOKI_2026_019633,Ege,Izmir,Sosyal Konut (Alt Gelir),1245,1769000.0,27580,4.51,10,177000.0,240,7000.0,Tamamlandi
TOKI_2026_019634,Dogu Anadolu,Bingol,Sosyal Konut (Alt Gelir),2384,1348000.0,12902,18.48,10,135000.0,240,5000.0,Tamamlandi
TOKI_2026_019635,Ic Anadolu,Ankara,Kentsel Donusum,1884,3314000.0,14788,12.74,20,663000.0,180,15000.0,Insaat Halinde
TOKI_2026_019636,Marmara,Bursa,Sosyal Konut (Alt Gelir),2447,1408000.0,48009,5.1,10,141000.0,240,5000.0,Insaat Halinde
TOKI_2026_019637,Güneydogu Anadolu,Sirnak,Sosyal Konut (Alt Gelir),153,1194000.0,787,19.44,10,119000.0,240,4000.0,Insaat Halinde
TOKI_2026_019638,Güneydogu Anadolu,Gaziantep,Orta Gelir Konut,190,1925000.0,490,38.78,20,385000.0,180,9000.0,Tamamlandi
TOKI_2026_019639,Karadeniz,Kastamonu,Sosyal Konut (Alt Gelir),691,1313000.0,4805,14.38,10,131000.0,240,5000.0,Tamamlandi
TOKI_2026_019640,Marmara,Istanbul,Orta Gelir Konut,456,3207000.0,9319,4.89,20,641000.0,180,14000.0,Insaat Halinde
TOKI_2026_019641,Akdeniz,Mersin,Sosyal Konut (Alt Gelir),1288,1436000.0,10175,12.66,10,144000.0,240,5000.0,Insaat Halinde
TOKI_2026_019642,Marmara,Kocaeli,Orta Gelir Konut,1758,2377000.0,12428,14.15,20,475000.0,180,11000.0,Tamamlandi
TOKI_2026_019643,Marmara,Istanbul,Orta Gelir Konut,2446,3353000.0,50345,4.86,20,671000.0,180,15000.0,Tamamlandi
TOKI_2026_019644,Güneydogu Anadolu,Gaziantep,Kentsel Donusum,282,2077000.0,1381,20.42,20,415000.0,180,9000.0,Tamamlandi
TOKI_2026_019645,Güneydogu Anadolu,Siirt,Sosyal Konut (Alt Gelir),1155,1295000.0,5252,21.99,10,130000.0,240,5000.0,Insaat Halinde
TOKI_2026_019646,Ege,Aydin,Sosyal Konut (Alt Gelir),2732,1464000.0,26929,10.15,10,146000.0,240,5000.0,Tamamlandi
TOKI_2026_019647,Karadeniz,Karabuk,Orta Gelir Konut,600,1957000.0,2620,22.9,20,391000.0,180,9000.0,Tamamlandi
TOKI_2026_019648,Marmara,Kocaeli,Sosyal Konut (Alt Gelir),2965,1590000.0,25110,11.81,10,159000.0,240,6000.0,Insaat Halinde
TOKI_2026_019649,Karadeniz,Karabuk,Sosyal Konut (Alt Gelir),1990,951000.0,12513,15.9,10,95000.0,240,4000.0,Tamamlandi
TOKI_2026_019650,Güneydogu Anadolu,Sanliurfa,Kentsel Donusum,735,1801000.0,3249,22.62,20,360000.0,180,8000.0,Insaat Halinde
TOKI_2026_019651,Dogu Anadolu,Ardahan,Sosyal Konut (Alt Gelir),2606,881000.0,16102,16.18,10,88000.0,240,3000.0,Insaat Halinde
TOKI_2026_019652,Akdeniz,Mersin,Kentsel Donusum,2994,2507000.0,10481,28.57,20,501000.0,180,11000.0,Insaat Halinde
TOKI_2026_019653,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),1896,1625000.0,39573,4.79,10,163000.0,240,6000.0,Insaat Halinde
TOKI_2026_019654,Akdeniz,Osmaniye,Kentsel Donusum,2555,2331000.0,11094,23.03,20,466000.0,180,10000.0,Planlama Asamasinda
TOKI_2026_019655,Ic Anadolu,Yozgat,Kentsel Donusum,1759,1882000.0,8371,21.01,20,376000.0,180,8000.0,Tamamlandi
TOKI_2026_019656,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),1318,1862000.0,15004,8.78,10,186000.0,240,7000.0,Tamamlandi
TOKI_2026_019657,Karadeniz,Tokat,Orta Gelir Konut,2246,2029000.0,5494,40.88,20,406000.0,180,9000.0,Insaat Halinde
TOKI_2026_019658,Marmara,Istanbul,Sosyal Konut (Alt Gelir),2606,1560000.0,79582,3.27,10,156000.0,240,6000.0,Tamamlandi
TOKI_2026_019659,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),2072,961000.0,15445,13.42,10,96000.0,240,4000.0,Tamamlandi
TOKI_2026_019660,Güneydogu Anadolu,Mardin,Sosyal Konut (Alt Gelir),1987,888000.0,17185,11.56,10,89000.0,240,3000.0,Tamamlandi
TOKI_2026_019661,Karadeniz,Ordu,Orta Gelir Konut,1209,2086000.0,5764,20.98,20,417000.0,180,9000.0,Insaat Halinde
TOKI_2026_019662,Marmara,Bilecik,Sosyal Konut (Alt Gelir),126,1384000.0,1857,6.79,10,138000.0,240,5000.0,Tamamlandi
TOKI_2026_019663,Ic Anadolu,Karaman,Kentsel Donusum,2387,2194000.0,9739,24.51,20,439000.0,180,10000.0,Insaat Halinde
TOKI_2026_019664,Ic Anadolu,Karaman,Sosyal Konut (Alt Gelir),2912,1254000.0,24767,11.76,10,125000.0,240,5000.0,Insaat Halinde
TOKI_2026_019665,Marmara,Kocaeli,Sosyal Konut (Alt Gelir),2356,1506000.0,19559,12.05,10,151000.0,240,6000.0,Planlama Asamasinda
TOKI_2026_019666,Akdeniz,Isparta,Kentsel Donusum,1392,2544000.0,6015,23.14,20,509000.0,180,11000.0,Insaat Halinde
TOKI_2026_019667,Akdeniz,Mersin,Kentsel Donusum,2293,2692000.0,10296,22.27,20,538000.0,180,12000.0,Insaat Halinde
TOKI_2026_019668,Güneydogu Anadolu,Sanliurfa,Sosyal Konut (Alt Gelir),688,1254000.0,2905,23.68,10,125000.0,240,5000.0,Insaat Halinde
TOKI_2026_019669,Ic Anadolu,Kirsehir,Sosyal Konut (Alt Gelir),2274,1076000.0,14874,15.29,10,108000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_019670,Karadeniz,Sinop,Sosyal Konut (Alt Gelir),1602,877000.0,7272,22.03,10,88000.0,240,3000.0,Insaat Halinde
TOKI_2026_019671,Dogu Anadolu,Mus,Sosyal Konut (Alt Gelir),956,1195000.0,4334,22.06,10,119000.0,240,4000.0,Insaat Halinde
TOKI_2026_019672,Ic Anadolu,Cankiri,Sosyal Konut (Alt Gelir),1599,1296000.0,12862,12.43,10,130000.0,240,5000.0,Insaat Halinde
TOKI_2026_019673,Ic Anadolu,Yozgat,Kentsel Donusum,107,1783000.0,333,32.13,20,357000.0,180,8000.0,Tamamlandi
TOKI_2026_019674,Marmara,Istanbul,Sosyal Konut (Alt Gelir),767,1706000.0,29387,2.61,10,171000.0,240,6000.0,Tamamlandi
TOKI_2026_019675,Marmara,Istanbul,Sosyal Konut (Alt Gelir),1466,1523000.0,51533,2.84,10,152000.0,240,6000.0,Insaat Halinde
TOKI_2026_019676,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),1551,1657000.0,32268,4.81,10,166000.0,240,6000.0,Tamamlandi
TOKI_2026_019677,Karadeniz,Corum,Sosyal Konut (Alt Gelir),841,1289000.0,5125,16.41,10,129000.0,240,5000.0,Insaat Halinde
TOKI_2026_019678,Ic Anadolu,Ankara,Orta Gelir Konut,2995,3482000.0,20979,14.28,20,696000.0,180,15000.0,Tamamlandi
TOKI_2026_019679,Dogu Anadolu,Van,Sosyal Konut (Alt Gelir),628,871000.0,3367,18.65,10,87000.0,240,3000.0,Tamamlandi
TOKI_2026_019680,Ic Anadolu,Eskisehir,Sosyal Konut (Alt Gelir),2652,908000.0,14992,17.69,10,91000.0,240,3000.0,Tamamlandi
TOKI_2026_019681,Ege,Izmir,Sosyal Konut (Alt Gelir),2145,1830000.0,27522,7.79,10,183000.0,240,7000.0,Insaat Halinde
TOKI_2026_019682,Marmara,Kocaeli,Sosyal Konut (Alt Gelir),2926,1344000.0,42614,6.87,10,134000.0,240,5000.0,Planlama Asamasinda
TOKI_2026_019683,Marmara,Istanbul,Sosyal Konut (Alt Gelir),1492,1698000.0,42796,3.49,10,170000.0,240,6000.0,Tamamlandi
TOKI_2026_019684,Ege,Usak,Sosyal Konut (Alt Gelir),1295,1575000.0,20608,6.28,10,158000.0,240,6000.0,Tamamlandi
TOKI_2026_019685,Ege,Izmir,Orta Gelir Konut,1457,3176000.0,11387,12.8,20,635000.0,180,14000.0,Insaat Halinde
TOKI_2026_019686,Ege,Izmir,Orta Gelir Konut,344,3209000.0,3948,8.71,20,642000.0,180,14000.0,Tamamlandi
TOKI_2026_019687,Karadeniz,Samsun,Orta Gelir Konut,853,1909000.0,2546,33.5,20,382000.0,180,8000.0,Planlama Asamasinda
TOKI_2026_019688,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),1729,1001000.0,12440,13.9,10,100000.0,240,4000.0,Insaat Halinde
TOKI_2026_019689,Marmara,Canakkale,Sosyal Konut (Alt Gelir),2178,1272000.0,29991,7.26,10,127000.0,240,5000.0,Tamamlandi
TOKI_2026_019690,Marmara,Kocaeli,Orta Gelir Konut,1521,2647000.0,12011,12.66,20,529000.0,180,12000.0,Tamamlandi
TOKI_2026_019691,Karadeniz,Karabuk,Orta Gelir Konut,1801,2131000.0,8852,20.35,20,426000.0,180,9000.0,Insaat Halinde
TOKI_2026_019692,Akdeniz,Mersin,Sosyal Konut (Alt Gelir),1224,1405000.0,5146,23.79,10,141000.0,240,5000.0,Tamamlandi
TOKI_2026_019693,Güneydogu Anadolu,Mardin,Sosyal Konut (Alt Gelir),438,1125000.0,1771,24.73,10,112000.0,240,4000.0,Insaat Halinde
TOKI_2026_019694,Ic Anadolu,Ankara,Orta Gelir Konut,1511,3345000.0,15859,9.53,20,669000.0,180,15000.0,Insaat Halinde
TOKI_2026_019695,Ic Anadolu,Konya,Sosyal Konut (Alt Gelir),537,977000.0,4037,13.3,10,98000.0,240,4000.0,Tamamlandi
TOKI_2026_019696,Ic Anadolu,Karaman,Sosyal Konut (Alt Gelir),1000,1036000.0,6667,15.0,10,104000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_019697,Güneydogu Anadolu,Mardin,Orta Gelir Konut,1797,2070000.0,4068,44.17,20,414000.0,180,9000.0,Tamamlandi
TOKI_2026_019698,Ic Anadolu,Kayseri,Kentsel Donusum,1207,1942000.0,2773,43.53,20,388000.0,180,9000.0,Insaat Halinde
TOKI_2026_019699,Ic Anadolu,Kayseri,Sosyal Konut (Alt Gelir),2528,935000.0,12903,19.59,10,94000.0,240,4000.0,Insaat Halinde
TOKI_2026_019700,Güneydogu Anadolu,Gaziantep,Orta Gelir Konut,1161,2122000.0,4048,28.68,20,424000.0,180,9000.0,Insaat Halinde
TOKI_2026_019701,Akdeniz,Antalya,Kentsel Donusum,2665,2413000.0,37090,7.19,20,483000.0,180,11000.0,Insaat Halinde
TOKI_2026_019702,Karadeniz,Tokat,Sosyal Konut (Alt Gelir),2402,1249000.0,14360,16.73,10,125000.0,240,5000.0,Tamamlandi
TOKI_2026_019703,Dogu Anadolu,Erzincan,Orta Gelir Konut,361,1827000.0,891,40.52,20,365000.0,180,8000.0,Tamamlandi
TOKI_2026_019704,Marmara,Istanbul,Sosyal Konut (Alt Gelir),402,1904000.0,11580,3.47,10,190000.0,240,7000.0,Insaat Halinde
TOKI_2026_019705,Marmara,Balikesir,Sosyal Konut (Alt Gelir),461,1261000.0,4905,9.4,10,126000.0,240,5000.0,Insaat Halinde
TOKI_2026_019706,Güneydogu Anadolu,Diyarbakir,Sosyal Konut (Alt Gelir),612,1070000.0,3503,17.47,10,107000.0,240,4000.0,Insaat Halinde
TOKI_2026_019707,Ic Anadolu,Kirikkale,Orta Gelir Konut,2005,1954000.0,6226,32.2,20,391000.0,180,9000.0,Tamamlandi
TOKI_2026_019708,Dogu Anadolu,Ardahan,Sosyal Konut (Alt Gelir),1980,1191000.0,16594,11.93,10,119000.0,240,4000.0,Tamamlandi
TOKI_2026_019709,Ege,Izmir,Sosyal Konut (Alt Gelir),1332,1569000.0,24456,5.45,10,157000.0,240,6000.0,Insaat Halinde
TOKI_2026_019710,Güneydogu Anadolu,Mardin,Sosyal Konut (Alt Gelir),2310,1082000.0,18728,12.33,10,108000.0,240,4000.0,Tamamlandi
TOKI_2026_019711,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),2820,1162000.0,13327,21.16,10,116000.0,240,4000.0,Insaat Halinde
TOKI_2026_019712,Marmara,Bursa,Sosyal Konut (Alt Gelir),381,1293000.0,4385,8.69,10,129000.0,240,5000.0,Tamamlandi
TOKI_2026_019713,Ic Anadolu,Nigde,Kentsel Donusum,98,2035000.0,257,38.13,20,407000.0,180,9000.0,Tamamlandi
TOKI_2026_019714,Ic Anadolu,Ankara,Kentsel Donusum,1990,3512000.0,13398,14.85,20,702000.0,180,16000.0,Insaat Halinde
TOKI_2026_019715,Dogu Anadolu,Kars,Sosyal Konut (Alt Gelir),575,1217000.0,4324,13.3,10,122000.0,240,5000.0,Tamamlandi
TOKI_2026_019716,Ic Anadolu,Nevsehir,Sosyal Konut (Alt Gelir),710,902000.0,5180,13.71,10,90000.0,240,3000.0,Tamamlandi
TOKI_2026_019717,Ege,Izmir,Sosyal Konut (Alt Gelir),310,1628000.0,3545,8.74,10,163000.0,240,6000.0,Tamamlandi
TOKI_2026_019718,Karadeniz,Corum,Orta Gelir Konut,861,2063000.0,2464,34.94,20,413000.0,180,9000.0,Insaat Halinde
TOKI_2026_019719,Güneydogu Anadolu,Sanliurfa,Sosyal Konut (Alt Gelir),867,1112000.0,4496,19.28,10,111000.0,240,4000.0,Tamamlandi
TOKI_2026_019720,Ic Anadolu,Cankiri,Orta Gelir Konut,2492,2195000.0,9349,26.66,20,439000.0,180,10000.0,Tamamlandi
TOKI_2026_019721,Akdeniz,Adana,Orta Gelir Konut,1531,2536000.0,3463,44.21,20,507000.0,180,11000.0,Tamamlandi
TOKI_2026_019722,Marmara,Edirne,Sosyal Konut (Alt Gelir),1679,1376000.0,13657,12.29,10,138000.0,240,5000.0,Insaat Halinde
TOKI_2026_019723,Karadeniz,Karabuk,Orta Gelir Konut,1891,1986000.0,6853,27.59,20,397000.0,180,9000.0,Tamamlandi
TOKI_2026_019724,Marmara,Bilecik,Sosyal Konut (Alt Gelir),121,1197000.0,1334,9.07,10,120000.0,240,4000.0,Tamamlandi
TOKI_2026_019725,Güneydogu Anadolu,Sanliurfa,Kentsel Donusum,259,2070000.0,1262,20.52,20,414000.0,180,9000.0,Insaat Halinde
TOKI_2026_019726,Ic Anadolu,Kirsehir,Orta Gelir Konut,1864,1739000.0,8444,22.07,20,348000.0,180,8000.0,Insaat Halinde
